Company_Brand,Sector,Stage,BIO,Year,HeadQuarter,Amount($)
TranZact,Undisclosed,Series,A mission to digitize millions of Indian SMEs so they can grow better.,2021,Mumbai,7000000.0
Atomberg,Consumer Electronics,Undisclosed,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,2021,Mumbai,20000000.0
Ola,Mobility,Undisclosed,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",2021,Bangalore,500000000.0
Mohalla Tech,Social media,Series,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",2021,Bangalore,266000000.0
Stack,Financial Services,Seed,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,2021,Bangalore,4500000.0
PropReturns,Real Estate,Undisclosed,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2021,Mumbai,1200000.0
WeSkill,E-learning,Seed,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,2021,Gurugram,4000000.0
Fitpage,Health Care,Undisclosed,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",2021,Mumbai,300000.0
ShopMyLooks,Digital platform,Undisclosed,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,2021,Noida,200000.0
ByteLearn,E-learning,Seed,AI powered teaching assistant for 100 Mn teachers across the world,2021,Noida,9500000.0
Dista,Technology,Seed,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,2021,Pune,1200000.0
OfBusiness,Financial Services,Undisclosed,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",2021,Gurugram,325000000.0
Bizongo,B2B Ecommerce,Series,izongo is India’s largest B2B platform for made-to-order products.,2021,Mumbai,100000000.0
FRND,Online Media,Series,FRND is an audio dating app for Bharat,2021,Bangalore,6500000.0
Metadome,Technology,Series,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",2021,Bangalore,4000000.0
Keka HR,Undisclosed,Undisclosed,Keka is a simple and intuitive HR software unlike the traditional HR systems.,2021,Hyderabad,1600000.0
The Gourmet Jar,Undisclosed,Undisclosed,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",2021,Noida,150000.0
Flo Mobility,Industrial Automation,Undisclosed,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2021,Bangalore,400000.0
Yodacart,E-commerce,Seed,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,2021,Thane,225000.0
TheHouseMonk,Real Estate,Undisclosed,A complete property management software platform for team&customers.,2021,Bangalore,5000000.0
Zepto,E-commerce,Undisclosed,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021,Bangalore,100000000.0
Sirona Hygiene,Health Care,Undisclosed,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",2021,Delhi,10000000.0
Jumbotail,B2B Ecommerce,Series,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",2021,Bangalore,85000000.0
Captain Fresh,Logistics & Supply Chain,Series,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2021,Bangalore,40000000.0
Deciwood,Consumer Electronics,Undisclosed,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",2021,Delhi,200000.0
Kohbee,E-learning,Seed,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",2021,Bangalore,235000.0
Perfora,Consumer Goods,Seed,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",2021,Gurugram,260000.0
Unbox Robotics,Logistics & Supply Chain,Series,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,2021,Pune,7000000.0
Ninety One,Consumer Goods,Series,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",2021,Ahmedabad,30000000.0
Gobillion,Social commerce,Seed,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2021,Delhi,2900000.0
RIPPLR,Logistics & Supply Chain,Series,India’s first Plug-n-Play distribution ecosystem for brands,2021,Bangalore,12000000.0
SK Finance,Financial Services,Series,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,2021,Jaipur,53000000.0
Eggoz,Undisclosed,Series,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,2021,Gurugram,3500000.0
Fabriclore,Apparel & Fashion,Series,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",2021,Jaipur,700000.0
Veefin,Undisclosed,Undisclosed,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",2021,Mumbai,3000000.0
Verandah,Apparel & Fashion,Seed,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,2021,Mumbai,1000000.0
Karkinos Healthcare,Health Care,Undisclosed,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",2021,Mumbai,
OWO Technologies,Undisclosed,Seed,An ecommerce startup offering online beverages and packaged drinking water,2021,Gurugram,3000000.0
EsportsXO,Mobile Games,Seed,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,2021,Bangalore,1100000.0
Zorgers,Health Care,Undisclosed,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,2021,Mohali,
BangDB,Technology,Undisclosed,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,2021,Bangalore,
Neobank Jupiter,Banking,Series,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,2021,Mumbai,86000000.0
Skippi Ice Pops,Food Production,Undisclosed,India's First Icepops Brand,2021,Hyderabad,130000.0
Glii,Dating,Seed,India’s finest dating companionship application,2021,Noida,
GlobalBees,E-commerce,Series,Globalbees partners with entrepreneurs who have built an online-first business.,2021,Delhi,111000000.0
Mamaearth,Health Care,Undisclosed,Baby and mother care brand,2021,Gurugram,37000000.0
SecureNow,Insurance,Series,SecureNow is an award winning tech-enabled insurance intermediary.,2021,Gurugram,6000000.0
Vendor Infra,Construction,Undisclosed,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",2021,Gurugram,265000.0
Hakuna Matata,Undisclosed,Undisclosed,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,2021,Chennai,1000000.0
OneCard,Financial Services,Undisclosed,"India's finest and smartest metal credit card, reimagined for the mobile generation.",2021,Pune,76000000.0
Doubtnut,Technology,Series,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",2021,Gurugram,
Hubhopper,Podcast,Undisclosed,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",2021,Delhi,
Infra.Market,Construction,Series,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,2021,Thane,
Comofi Medtech,Technology,Undisclosed,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",2021,Bangalore,
Battery Smart,Battery,Seed,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,2021,Delhi,
Kutuki,Technology,Seed,Kutuki is a learning platform focused on children between the ages of three and seven.,2021,Bangalore,
Onelife,Health Care,Undisclosed,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",2021,Mumbai,
Eupheus,Technology,Series,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,2021,Delhi,
KreditBee,Technology,Series,KreditBee is an Instant Personal Loan Platform for Young Professionals.,2021,Bangalore,
Pencil,Content publishing,Series,Pencil is a content publishing platform that enables writers to publish their work for free.,2021,Mumbai,
Aisle,Dating,Series,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,2021,Bangalore,
Marquee Equity,Technology,Undisclosed,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,2021,Mumbai,
UptimeAI,Artificial intelligence,Seed,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",2021,Bangalore,
WizKlub,Technology,Series,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,2021,Bangalore,
Zolve,Technology,Seed,Zolve Innovations operates as a neo-banking startup.,2021,Bangalore,
MediBuddy,Technology,Dept,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021,Bangalore,
Pariksha,Technology,Series,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.",2021,Pune,
Express Stores,E-commerce,Seed,Express Stores is a retail and omnichannel startup company,2021,Gurugram,
Avataar Ventures,Technology,Undisclosed,Avataar Venture Partners is a growth Capital Investment Firm.,2021,Bangalore,
Zingbus,Transport Services,Series,Zingbus is an emerging brand in the intercity bus services.,2021,Dhingsara,
Phable,Health Care,Series,Mobile App for Patients and Doctors,2021,Bangalore,
Codingal,Technology,Undisclosed,Coding education platform for K-12 students,2021,Bangalore,
Supply6,Helathcare,Seed,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,2021,Bangalore,
Swajal,Water purification,Series,Swajal uses clean solar energy to purify drinking water at an affordable rate.,2021,Gurugram,
BharatPe,Technology,Series,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021,Delhi,
Filo,Technology,Seed,Instant learning platform for students while self study.,2021,Delhi,
